IDHM - Índice de Desenvolvimento Humano Municipal
Sigla;Código;Brasil;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;
BR;0;Brasil;0,746;0,753;0,762;0,765;0,771;0,774;0,78;0,785;0,784;0,766;
